IntersectionState1id,IntersectionState1moy,IntersectionState1revision,IntersectionState1status,IntersectionState1timeStamp,IntersectionState2id,IntersectionState2moy,IntersectionState2revision,IntersectionState2status,IntersectionState2timeStamp,IntersectionState3id,IntersectionState3moy,IntersectionState3revision,IntersectionState3status,IntersectionState3timeStamp,MovementEvent1confidence,MovementEvent1eventState,MovementEvent1likelyTime,MovementEvent1minEndTime,MovementEvent2confidence,MovementEvent2eventState,MovementEvent2likelyTime,MovementEvent2minEndTime,MovementEvent3confidence,MovementEvent3eventState,MovementEvent3likelyTime,MovementEvent3minEndTime,MovementEvent4confidence,MovementEvent4eventState,MovementEvent4likelyTime,MovementEvent4minEndTime,MovementState10signalGroup,MovementState11signalGroup,MovementState12signalGroup,MovementState13signalGroup,MovementState14signalGroup,MovementState15signalGroup,MovementState16signalGroup,MovementState17signalGroup,MovementState18signalGroup,MovementState19signalGroup,MovementState1signalGroup,MovementState20signalGroup,MovementState21signalGroup,MovementState22signalGroup,MovementState23signalGroup,MovementState24signalGroup,MovementState25signalGroup,MovementState26signalGroup,MovementState27signalGroup,MovementState28signalGroup,MovementState29signalGroup,MovementState2signalGroup,MovementState30signalGroup,MovementState31signalGroup,MovementState32signalGroup,MovementState33signalGroup,MovementState34signalGroup,MovementState35signalGroup,MovementState36signalGroup,MovementState37signalGroup,MovementState38signalGroup,MovementState39signalGroup,MovementState3signalGroup,MovementState40signalGroup,MovementState41signalGroup,MovementState42signalGroup,MovementState43signalGroup,MovementState44signalGroup,MovementState4signalGroup,MovementState5signalGroup,MovementState6signalGroup,MovementState7signalGroup,MovementState8signalGroup,MovementState9signalGroup,loCode,msgID,timestampMessage
303,221160,0,0000000000000000,8000,331,221160,0,0000000000000000,8000,333,221160,0,0000000000000000,8000,1,3,200,80,15,5,850,80,13,3,1620,80,10,5,1750,80,10,11,12,13,14,15,16,17,18,19,1,20,21,22,23,24,25,26,27,28,29,2,30,31,32,33,34,35,36,37,38,39,3,40,41,42,43,44,4,5,6,7,8,9,DE HAM,19,1464876008876
